trip_uid,trip_id,route_id,direction_id,start_time,vehicle_id,last_observed,marked_past,num_updates,num_schedule_changes,num_schedule_rewrites
1726718400_7..S,024000_7..S,7,1,1726718400,07 0400 MST/34H,1726734904,1726734913,549,0,0
1726718520_5..S32R,024200_5..S32R,5,1,1726718520,05 0402  DYR/180,1726733584,1726733593,348,0,0
1726718580_5..N32R,024300_5..N32R,5,0,1726718580,05 0403  180/DYR,1726733734,1726733743,368,0,0
1726718700_7..N,024500_7..N,7,0,1726718700,07 0405 34H/G-C,1726734289,1726734298,430,0,0
1726718730_1..S03R,024550_1..S03R,1,1,1726718730,01 0405+ 242/SFT,1726736479,1726736491,648,0,0
1726718820_4..N13R,024700_4..N13R,4,0,1726718820,04 0407  NLT/WDL,1726738699,1726738711,976,0,0
1726718940_2..S08R,024900_2..S08R,2,1,1726718940,02 0409  241/FLA,1726739989,1726740004,1066,0,0
1726719030_7..N,025050_7..N,7,0,1726719030,=7 0410+ G-C/MST,1726736389,1726736401,268,0,0
1726719150_6..N01X007,025250_6..N01X007,6,0,1726719150,06 0412+ BBR/PEL,1726736896,1726736899,696,0,0
1726719210_2..N08R,025350_2..N08R,2,0,1726719210,02 0413+ FLA/241,1726740304,1726740319,1047,0,0
1726719240_4..N01X111,025400_4..N01X111,4,0,1726719240,04 0414  125/WDL,1726735279,1726735291,494,0,0
1726719270_1..N03R,025450_1..N03R,1,0,1726719270,01 0414+ SFT/242,1726737154,1726737166,731,0,0
1726719300_6..S01R,025500_6..S01R,6,1,1726719300,06 0415  PEL/BBR,1726737169,1726737181,693,0,0
1726719360_4..S13X138,025600_4..S13X138,4,1,1726719360,04 0416  3AB/NLT,1726738186,1726738189,827,0,0
1726719480_4..S01X118,025800_4..S01X118,4,1,1726719480,04 0418  WDL/125,1726735399,1726735411,500,0,0
1726719600_7..S,026000_7..S,7,1,1726719600,07 0420 MST/34H,1726736149,1726736161,530,0,0
1726719720_5..S32R,026200_5..S32R,5,1,1726719720,05 0422  DYR/180,1726734769,1726734778,346,0,0
1726719780_5..N32R,026300_5..N32R,5,0,1726719780,05 0423  180/DYR,1726734859,1726734868,358,0,0
1726719840_2..S08R,026400_2..S08R,2,1,1726719840,02 0424  241/FLA,1726740814,1726740829,1002,0,0
1726719900_7..N,026500_7..N,7,0,1726719900,07 0425 34H/G-C,1726734709,1726734718,307,0,0
1726719930_1..S03R,026550_1..S03R,1,1,1726719930,01 0425+ 242/SFT,1726737709,1726737721,619,0,0
1726720020_4..N13R,026700_4..N13R,4,0,1726720020,04 0427  NLT/WDL,1726740214,1726740229,921,0,0
1726720200_6..S01R,027000_6..S01R,6,1,1726720200,06 0430  PEL/BBR,1726738159,1726738171,704,0,0
1726720230_7..N,027050_7..N,7,0,1726720230,=7 0430+ G-C/MST,1726736524,1726736536,234,0,0
1726720260_4..S13X138,027100_4..S13X138,4,1,1726720260,04 0431  3AB/NLT,1726738774,1726738789,785,0,0
1726720350_6..N01X007,027250_6..N01X007,6,0,1726720350,06 0432+ BBR/PEL,1726738339,1726738351,728,0,0
1726720410_2..N08R,027350_2..N08R,2,0,1726720410,02 0433+ FLA/241,1726740994,1726741009,937,0,0
1726720440_4..N01X111,027400_4..N01X111,4,0,1726720440,04 0434  125/WDL,1726736404,1726736416,472,0,0
1726720470_1..N03R,027450_1..N03R,1,0,1726720470,01 0434+ SFT/242,1726738219,1726738231,712,0,0
1726720590_7..S,027650_7..S,7,1,1726720590,07 0436+ MST/34H,1726737064,1726737076,530,0,0
