trip_uid,trip_id,route_id,direction_id,start_time,vehicle_id,last_observed,marked_past,num_updates,num_schedule_changes,num_schedule_rewrites
1726891200_7..S,024000_7..S,7,1,1726891200,07 0400 MST/34H,1726908035,1726908050,576,0,0
1726891320_5..S32R,024200_5..S32R,5,1,1726891320,05 0402  DYR/180,1726906351,1726906355,343,0,0
1726891380_3..S01R,024300_3..S01R,3,1,1726891380,03 0403  148/NLT,1726909670,1726909685,724,0,0
1726891380_5..N32X001,024300_5..N32X001,5,0,1726891380,05 0403  180/DYR,1726906505,1726906516,364,0,0
1726891560_1..S03X039,024600_1..S03X039,1,1,1726891560,01 0406  242/SFT,1726909430,1726909445,658,0,0
1726891830_7..N,025050_7..N,7,0,1726891830,07 0410+ 34H/MST,1726908380,1726908394,526,0,0
1726891920_1..N03R,025200_1..N03R,1,0,1726891920,01 0412  SFT/242,1726909790,1726909805,622,0,0
1726891950_4..S13X152,025250_4..S13X152,4,1,1726891950,04 0412+ WDL/BWG,1726909415,1726909430,591,0,0
1726891950_6..N01R,025250_6..N01R,6,0,1726891950,06 0412+ BBR/PEL,1726909835,1726909850,626,0,0
1726892010_2..N,025350_2..N,2,0,1726892010,E2 0413+ FLA/241,1726912610,1726912612,323,0,0
1726892010_2..N08R,025350_2..N08R,2,0,1726892010,02 0413+ FLA/241,1726908965,1726908980,560,0,0
1726892190_4..N13X012,025650_4..N13X012,4,0,1726892190,04 0416+ BWG/WDL,1726910465,1726910480,631,0,0
1726892340_2..S08X181,025900_2..S08X181,2,1,1726892340,02 0419  241/FLA,1726913362,1726913375,944,0,0
1726892370_3..N01R,025950_3..N01R,3,0,1726892370,03 0419+ NLT/148,1726911140,1726911155,677,0,0
1726892370_6..S01X036,025950_6..S01X036,6,1,1726892370,06 0419+ PEL/BBR,1726910135,1726910150,608,0,0
1726892400_7..S,026000_7..S,7,1,1726892400,07 0420 MST/CHS,1726908710,1726908725,495,0,0
1726892520_5..S32R,026200_5..S32R,5,1,1726892520,05 0422  DYR/180,1726907570,1726907581,346,0,0
