trip_uid,trip_id,route_id,direction_id,start_time,vehicle_id,last_observed,marked_past,num_updates,num_schedule_changes,num_schedule_rewrites
1727582400_7..S,024000_7..S,7,1,1727582400,07 0400 MST/34H,1727598968,1727598978,500,0,0
1727582550_2..S08X188,024250_2..S08X188,2,1,1727582550,02 0402+ 241/FLA,1727603174,1727603178,1051,0,0
1727582580_3..S01R,024300_3..S01R,3,1,1727582580,03 0403  148/NLT,1727600606,1727600613,709,0,0
1727582760_1..S03R,024600_1..S03R,1,1,1727582760,01 0406  242/SFT,1727600666,1727600673,695,0,0
1727583090_2..N08X142,025150_2..N08X142,2,0,1727583090,02 0411+ FLA/241,1727603864,1727603868,1098,0,0
1727583120_1..N03X045,025200_1..N03X045,1,0,1727583120,01 0412  SFT/242,1727601108,1727601116,731,0,0
1727583150_6..N,025250_6..N,6,0,1727583150,06 0412+ BBR/PEL,1727600733,1727600741,232,1,0
1727583150_6..N01R,025250_6..N01R,6,0,1727583150,06 0412+ BBR/PEL,1727598998,1727599008,449,0,0
1727583240_4..S13X020,025400_4..S13X020,4,1,1727583240,04 0414  WDL/BWG,1727600936,1727600943,708,0,0
1727583360_5..S32R,025600_5..S32R,5,1,1727583360,05 0416  DYR/180,1727598423,1727598428,339,0,0
1727583390_7..N,025650_7..N,7,0,1727583390,07 0416+ 34H/MST,1727599803,1727599811,537,0,0
1727583420_5..N32R,025700_5..N32R,5,0,1727583420,05 0417  180/DYR,1727598503,1727598513,350,0,0
1727583510_4..N13X142,025850_4..N13X142,4,0,1727583510,04 0418+ BWG/WDL,1727601693,1727601701,776,0,0
1727583540_3..N01R,025900_3..N01R,3,0,1727583540,03 0419  NLT/148,1727601843,1727601851,798,0,0
1727583570_6..S01R,025950_6..S01R,6,1,1727583570,06 0419+ PEL/BBR,1727601371,1727601378,737,0,0
1727583600_7..S,026000_7..S,7,1,1727583600,07 0420 MST/34H,1727600291,1727600298,562,0,0
