trip_uid,trip_id,route_id,direction_id,start_time,vehicle_id,last_observed,marked_past,num_updates,num_schedule_changes,num_schedule_rewrites
1727236800_GS.N01R,024000_GS.N01R,GS,0,1727236800,0S 0400  GCS/TSS,1727251258,1727251271,247,0,0
1727236920_5..S32R,024200_5..S32R,5,1,1727236920,05 0402  DYR/180,1727251978,1727251991,338,0,0
1727236980_2..N33X001,024300_2..N33X001,2,0,1727236980,02 0403  3RD/241,1727253238,1727253251,502,0,0
1727236980_5..N32R,024300_5..N32R,5,0,1727236980,05 0403  180/DYR,1727252008,1727252021,342,0,0
1727237010_GS.S01R,024350_GS.S01R,GS,1,1727237010,0S 0403+ TSS/GCS,1727251468,1727251481,275,0,0
1727237130_1..S03X018,024550_1..S03X018,1,1,1727237130,01 0405+ 242/SFT,1727254681,1727254691,684,0,0
1727237220_4..N13R,024700_4..N13R,4,0,1727237220,04 0407  NLT/WDL,1727257096,1727257106,1013,0,0
1727237250_2..S08X168,024750_2..S08X168,2,1,1727237250,02 0407+ 148/FLA,1727255761,1727255771,800,0,0
1727237370_4..S13R,024950_4..S13R,4,1,1727237370,04 0409+ WDL/NLT,1727257249,1727257256,998,0,0
1727237400_GS.N01R,025000_GS.N01R,GS,0,1727237400,0S 0410  GCS/TSS,1727251858,1727251871,247,0,0
1727237550_6..N01R,025250_6..N01R,6,0,1727237550,06 0412+ BBR/PEL,1727255746,1727255756,759,0,0
1727237610_2..N08X201,025350_2..N08X201,2,0,1727237610,02 0413+ FLA/241,1727259334,1727259341,1238,0,0
1727237610_GS.S01R,025350_GS.S01R,GS,1,1727237610,0S 0413+ TSS/GCS,1727252128,1727252141,277,0,0
1727237670_1..N03R,025450_1..N03R,1,0,1727237670,01 0414+ SFT/242,1727255581,1727255591,737,0,0
1727237700_6..S01R,025500_6..S01R,6,1,1727237700,06 0415  PEL/BBR,1727255621,1727255626,702,0,0
1727237940_2..S33X001,025900_2..S33X001,2,1,1727237940,02 0419  241/3RD,1727254276,1727254286,522,0,0
1727238000_GS.N01R,026000_GS.N01R,GS,0,1727238000,0S 0420  GCS/TSS,1727252473,1727252486,246,0,0
1727238090_4..S13R,026150_4..S13R,4,1,1727238090,04 0421+ WDL/NLT,1727257841,1727257849,961,0,0
1727238120_5..S32R,026200_5..S32R,5,1,1727238120,05 0422  DYR/180,1727253208,1727253221,343,0,0
1727238150_2..S08X168,026250_2..S08X168,2,1,1727238150,02 0422+ 148/FLA,1727256316,1727256326,757,0,0
1727238180_2..N33X001,026300_2..N33X001,2,0,1727238180,02 0423  3RD/241,1727254501,1727254511,515,0,0
1727238180_5..N32R,026300_5..N32R,5,0,1727238180,05 0423  180/DYR,1727253266,1727253268,350,0,0
1727238210_GS.S01R,026350_GS.S01R,GS,1,1727238210,0S 0423+ TSS/GCS,1727252668,1727252681,271,0,0
1727238330_1..S03R,026550_1..S03R,1,1,1727238330,01 0425+ 242/SFT,1727256206,1727256211,711,0,0
1727238420_4..N13R,026700_4..N13R,4,0,1727238420,04 0427  NLT/WDL,1727258381,1727258389,1015,0,0
1727238600_6..S01R,027000_6..S01R,6,1,1727238600,06 0430  PEL/BBR,1727256356,1727256361,683,0,0
1727238600_GS.N01R,027000_GS.N01R,GS,0,1727238600,0S 0430  GCS/TSS,1727253073,1727253086,245,0,0
1727238660_7..N,027100_7..N,7,0,1727238660,07 0431 34H/MST,1727255401,1727255411,578,0,0
1727238750_6..N01R,027250_6..N01R,6,0,1727238750,06 0432+ BBR/PEL,1727256956,1727256961,763,0,0
1727238810_2..N08X201,027350_2..N08X201,2,0,1727238810,02 0433+ FLA/241,1727259461,1727259469,1098,0,0
1727238810_GS.S01R,027350_GS.S01R,GS,1,1727238810,0S 0433+ TSS/GCS,1727253283,1727253296,273,0,0
1727238870_1..N03R,027450_1..N03R,1,0,1727238870,01 0434+ SFT/242,1727256676,1727256686,726,0,0
1727239110_4..S01R,027850_4..S01R,4,1,1727239110,04 0438+ WDL/NLT,1727258261,1727258269,897,0,0
1727239140_2..S01R,027900_2..S01R,2,1,1727239140,02 0439  241/FLA,1727259274,1727259281,1033,0,0
1727239200_GS.N01R,028000_GS.N01R,GS,0,1727239200,0S 0440  GCS/TSS,1727253656,1727253661,242,0,0
1727239230_2..S01X163,028050_2..S01X163,2,1,1727239230,02 0440+ 148/FLA,1727258404,1727258411,876,0,0
1727239320_5..S32R,028200_5..S32R,5,1,1727239320,05 0442  DYR/180,1727254351,1727254361,335,0,0
1727239320_6..S01R,028200_6..S01R,6,1,1727239320,06 0442  PEL/BBR,1727257106,1727257111,703,0,0
1727239350_1..S03R,028250_1..S03R,1,1,1727239350,01 0442+ 242/SFT,1727257186,1727257196,714,0,0
1727239350_3..S42R,028250_3..S42R,3,1,1727239350,03 0442+ 148/TSQ,1727255251,1727255261,340,0,0
1727239380_5..N32R,028300_5..N32R,5,0,1727239380,05 0443  180/DYR,1727254411,1727254421,343,0,0
1727239410_2..N33X001,028350_2..N33X001,2,0,1727239410,02 0443+ 3RD/241,1727255701,1727255711,516,0,0
1727239410_GS.S01R,028350_GS.S01R,GS,1,1727239410,0S 0443+ TSS/GCS,1727253881,1727253886,272,0,0
1727239590_4..N13R,028650_4..N13R,4,0,1727239590,04 0446+ NLT/WDL,1727259394,1727259401,1007,0,0
1727239620_3..N42R,028700_3..N42R,3,0,1727239620,03 0447  TSQ/148,1727255651,1727255656,475,0,0
1727239710_4..S01R,028850_4..S01R,4,1,1727239710,04 0448+ WDL/NLT,1727258764,1727258771,893,0,0
1727239800_GS.N01R,029000_GS.N01R,GS,0,1727239800,0S 0450  GCS/TSS,1727254261,1727254271,251,0,0
1727239860_7..N,029100_7..N,7,0,1727239860,07 0451 34H/MST,1727256566,1727256571,563,0,0
1727239950_6..N01R,029250_6..N01R,6,0,1727239950,06 0452+ BBR/PEL,1727257999,1727258006,750,0,0
1727240010_2..N08X201,029350_2..N08X201,2,0,1727240010,02 0453+ FLA/241,1727260511,1727260519,1086,0,0
1727240010_GS.S01R,029350_GS.S01R,GS,1,1727240010,0S 0453+ TSS/GCS,1727254516,1727254526,285,0,0
1727240040_2..S01R,029400_2..S01R,2,1,1727240040,02 0454  241/FLA,1727260219,1727260226,1047,0,0
1727240040_6..S01R,029400_6..S01R,6,1,1727240040,06 0454  PEL/BBR,1727257984,1727257991,748,0,0
1727240070_1..N03R,029450_1..N03R,1,0,1727240070,01 0454+ SFT/242,1727257691,1727257699,709,0,0
1727240130_2..S01X163,029550_2..S01X163,2,1,1727240130,02 0455+ 148/FLA,1727258869,1727258876,827,0,0
1727240250_1..S03R,029750_1..S03R,1,1,1727240250,01 0457+ 242/SFT,1727257871,1727257879,694,0,0
1727240280_4..S35X002,029800_4..S35X002,4,1,1727240280,04 0458  WDL/BWG,1727257759,1727257766,679,0,0
1727240280_7..S,029800_7..S,7,1,1727240280,07 0458 MST/34H,1727337609,1727337620,10442,0,0
1727240340_5..S32R,029900_5..S32R,5,1,1727240340,05 0459  DYR/180,1727255321,1727255326,354,0,0
1727240370_2..N33X001,029950_2..N33X001,2,0,1727240370,02 0459+ 3RD/241,1727256841,1727256851,557,0,0
1727240400_GS.N01R,030000_GS.N01R,GS,0,1727240400,0S 0500  GCS/TSS,1727254891,1727254901,257,0,0
1727240460_4..N01R,030100_4..N01R,4,0,1727240460,04 0501  NLT/WDL,1727259641,1727259649,897,0,0
1727240490_3..S01R,030150_3..S01R,3,1,1727240490,03 0501+ 148/NLT,1727258974,1727258981,802,0,0
1727240580_5..N32R,030300_5..N32R,5,0,1727240580,05 0503  180/DYR,1727255621,1727255626,354,0,0
1727240610_GS.S01R,030350_GS.S01R,GS,1,1727240610,0S 0503+ TSS/GCS,1727255086,1727255096,283,0,0
1727240730_6..S01R,030550_6..S01R,6,1,1727240730,06 0505+ PEL/BBR,1727258591,1727258599,711,0,0
1727240760_2..N08R,030600_2..N08R,2,0,1727240760,02 0506  FLA/241,1727261426,1727261437,1089,0,0
1727240760_4..S05R,030600_4..S05R,4,1,1727240760,04 0506  WDL/UTI,1727259191,1727259199,791,0,0
1727240820_3..N42R,030700_3..N42R,3,1,1727240820,03 0507  TSQ/148,1727256316,1727256326,275,0,0
1727240940_1..S03R,030900_1..S03R,1,1,1727240940,01 0509  242/SFT,1727258599,1727258606,712,0,0
1727240940_2..S01R,030900_2..S01R,2,1,1727240940,02 0509  241/FLA,1727260871,1727260882,1015,0,0
1727240970_7..S,030950_7..S,7,1,1727240970,07 0509+ MST/34H,1727258029,1727258036,615,0,0
1727241000_GS.N01R,031000_GS.N01R,GS,0,1727241000,0S 0510  GCS/TSS,1727255476,1727255486,255,0,0
1727241030_6..N01R,031050_6..N01R,6,0,1727241030,06 0510+ BBR/PEL,1727258869,1727258876,708,0,0
1727241120_5..S03R,031200_5..S03R,5,1,1727241120,05 0512  DYR/FLA,1727259971,1727259979,855,0,0
1727241120_7..N,031200_7..N,7,0,1727241120,07 0512 34H/MST,1727257954,1727257961,605,0,0
1727241150_5..S02R,031250_5..S02R,5,1,1727241150,05 0512+ 180/FLA,1727259716,1727259724,816,0,0
1727241180_3..S42R,031300_3..S42R,3,1,1727241180,03 0513  148/TSQ,1727256751,1727256761,415,0,0
1727241180_4..N01R,031300_4..N01R,4,0,1727241180,04 0513  NLT/WDL,1727260466,1727260474,921,0,0
1727241180_6..S01R,031300_6..S01R,6,1,1727241180,06 0513  PEL/BBR,1727259236,1727259244,757,0,0
1727241210_GS.S01R,031350_GS.S01R,GS,1,1727241210,0S 0513+ TSS/GCS,1727255671,1727255681,281,0,0
1727241240_4..S06R,031400_4..S06R,4,1,1727241240,04 0514  WDL/UTI,1727259311,1727259319,767,0,0
1727241270_1..N03R,031450_1..N03R,1,0,1727241270,01 0514+ SFT/242,1727258899,1727258906,712,0,0
1727241420_1..S03R,031700_1..S03R,1,1,1727241420,01 0517  242/SFT,1727259274,1727259281,722,0,0
1727241450_3..S01R,031750_3..S01R,3,1,1727241450,03 0517+ 148/NLT,1727259401,1727259409,739,0,0
1727241450_7..S,031750_7..S,7,1,1727241450,07 0517+ MST/34H,1727258104,1727258111,558,0,0
1727241600_GS.N01R,032000_GS.N01R,GS,0,1727241600,0S 0520  GCS/TSS,1727256061,1727256071,253,0,0
1727241630_6..S01R,032050_6..S01R,6,1,1727241630,06 0520+ PEL/BBR,1727259439,1727259446,704,0,0
1727241660_2..N01R,032100_2..N01R,2,0,1727241660,02 0521  FLA/241,1727261546,1727261557,985,0,0
1727241660_2..S01R,032100_2..S01R,2,1,1727241660,02 0521  241/FLA,1727261831,1727261842,1023,0,0
1727241720_4..S06R,032200_4..S06R,4,1,1727241720,04 0522  WDL/UTI,1727259874,1727259881,762,0,0
1727241780_5..N32R,032300_5..N32R,5,1,1727241780,05 0523  180/DYR,1727257091,1727257096,390,0,0
1727241810_7..S,032350_7..S,7,1,1727241810,07 0523+ MST/34H,1727258531,1727258539,581,0,0
1727241810_GS.S01R,032350_GS.S01R,GS,1,1727241810,0S 0523+ TSS/GCS,1727256286,1727256296,283,0,0
1727241840_5..S03R,032400_5..S03R,5,1,1727241840,05 0524  DYR/FLA,1727261212,1727261216,940,0,0
1727241900_1..S03R,032500_1..S03R,1,1,1727241900,01 0525  242/SFT,1727259559,1727259566,680,0,0
1727241900_4..N01R,032500_4..N01R,4,0,1727241900,04 0525  NLT/WDL,1727261201,1727261212,899,0,0
1727241960_6..N01R,032600_6..N01R,6,0,1727241960,06 0526  BBR/PEL,1727259851,1727259859,719,0,0
1727242020_3..N42R,032700_3..N42R,3,0,1727242020,03 0527  TSQ/148,1727257519,1727257526,376,0,0
1727242020_7..N,032700_7..N,7,0,1727242020,07 0527 34H/MST,1727258546,1727258554,564,0,0
1727242080_6..S01R,032800_6..S01R,6,1,1727242080,06 0528  PEL/BBR,1727260054,1727260061,746,0,0
1727242170_4..S35X002,032950_4..S35X002,4,1,1727242170,04 0529+ WDL/BWG,1727259289,1727259296,644,0,0
1727242170_7..S,032950_7..S,7,1,1727242170,07 0529+ MST/34H,1727258711,1727258719,554,0,0
1727242200_GS.N01R,033000_GS.N01R,GS,0,1727242200,0S 0530  GCS/TSS,1727256671,1727256676,254,0,0
1727242290_2..S01R,033150_2..S01R,2,1,1727242290,02 0531+ 241/FLA,1727262337,1727262341,1010,0,0
1727242290_3..S01R,033150_3..S01R,3,1,1727242290,03 0531+ 148/NLT,1727260511,1727260519,767,0,0
1727242320_5..S03R,033200_5..S03R,5,1,1727242320,05 0532  DYR/FLA,1727261966,1727261977,961,0,0
1727242380_1..S03R,033300_1..S03R,1,1,1727242380,01 0533  242/SFT,1727260069,1727260076,708,0,0
1727242410_4..N01R,033350_4..N01R,4,0,1727242410,04 0533+ NLT/WDL,1727261771,1727261782,935,0,0
1727242410_GS.S01R,033350_GS.S01R,GS,1,1727242410,0S 0533+ TSS/GCS,1727256881,1727256886,282,0,0
1727242470_1..N03R,033450_1..N03R,1,0,1727242470,01 0534+ SFT/242,1727260331,1727260339,743,0,0
1727242470_2..N01R,033450_2..N01R,2,0,1727242470,02 0534+ FLA/241,1727262337,1727262341,1010,0,0
1727242530_3..S42R,033550_3..S42R,3,1,1727242530,03 0535+ 148/TSQ,1727257991,1727257999,389,0,0
1727242530_6..S01R,033550_6..S01R,6,1,1727242530,06 0535+ PEL/BBR,1727260481,1727260489,722,0,0
1727242620_7..N,033700_7..N,7,0,1727242620,07 0537 34H/MST,1727258929,1727258936,522,0,0
1727242650_7..S,033750_7..S,7,1,1727242650,07 0537+ MST/34H,1727259221,1727259229,561,0,0
1727242680_4..S06R,033800_4..S06R,4,1,1727242680,04 0538  WDL/UTI,1727260774,1727260781,761,0,0
1727242680_6..N01R,033800_6..N01R,6,0,1727242680,06 0538  BBR/PEL,1727260526,1727260534,728,0,0
1727242710_3..N01R,033850_3..N01R,3,0,1727242710,03 0538+ NLT/148,1727261122,1727261126,807,0,0
1727242800_GS.N01R,034000_GS.N01R,GS,0,1727242800,0S 0540  GCS/TSS,1727257256,1727257264,251,0,0
1727242860_1..S03R,034100_1..S03R,1,1,1727242860,01 0541  242/SFT,1727260526,1727260534,688,0,0
1727242890_2..S01R,034150_2..S01R,2,1,1727242890,02 0541+ 241/FLA,1727262337,1727262341,929,0,0
1727242890_4..N02R,034150_4..N02R,4,0,1727242890,04 0541+ NLT/WDL,1727262157,1727262161,905,0,0
1727242920_5..S03R,034200_5..S03R,5,1,1727242920,05 0542  DYR/FLA,1727262236,1727262247,916,0,0
1727242950_6..S01R,034250_6..S01R,6,1,1727242950,06 0542+ PEL/BBR,1727260736,1727260744,716,0,0
1727242980_5..N01R,034300_5..N01R,5,0,1727242980,05 0543  180/DYR,1727258036,1727258044,355,0,0
1727243010_7..S,034350_7..S,7,1,1727243010,07 0543+ MST/34H,1727259919,1727259926,614,0,0
1727243010_GS.S01R,034350_GS.S01R,GS,1,1727243010,0S 0543+ TSS/GCS,1727257459,1727257466,278,0,0
1727243100_4..S06R,034500_4..S06R,4,1,1727243100,04 0545  WDL/UTI,1727261501,1727261512,778,0,0
1727243220_3..N42R,034700_3..N42R,3,0,1727243220,03 0547  TSQ/148,1727258861,1727258869,426,0,0
1727243220_7..N,034700_7..N,7,0,1727243220,07 0547 34H/MST,1727259746,1727259754,563,0,0
1727243250_3..S01R,034750_3..S01R,3,1,1727243250,03 0547+ 148/NLT,1727262041,1727262052,850,0,0
1727243250_5..N60R,034750_5..N60R,5,0,1727243250,05 0547+ NLT/DYR,1727263226,1727263237,1008,0,0
1727243310_1..N03R,034850_1..N03R,1,0,1727243310,01 0548+ SFT/242,1727261122,1727261126,727,0,0
1727243340_1..S03R,034900_1..S03R,1,1,1727243340,01 0549  242/SFT,1727261032,1727261036,715,0,0
1727243340_2..N01R,034900_2..N01R,2,0,1727243340,02 0549  FLA/241,1727262337,1727262341,889,0,0
1727243370_7..S,034950_7..S,7,1,1727243370,07 0549+ MST/34H,1727259986,1727259994,537,0,0
1727243400_5..S03R,035000_5..S03R,5,1,1727243400,05 0550  DYR/FLA,1727262637,1727262641,889,0,0
1727243400_6..N01R,035000_6..N01R,6,0,1727243400,06 0550  BBR/PEL,1727261332,1727261336,715,0,0
1727243400_GS.N01R,035000_GS.N01R,GS,0,1727243400,0S 0550  GCS/TSS,1727257894,1727257901,256,0,0
1727243460_2..S01R,035100_2..S01R,2,1,1727243460,02 0551  241/FLA,1727263196,1727263207,964,0,0
1727243490_6..S01R,035150_6..S01R,6,1,1727243490,06 0551+ PEL/BBR,1727261546,1727261557,744,0,0
1727243610_4..N02R,035350_4..N02R,4,0,1727243610,04 0553+ NLT/WDL,1727263061,1727263072,946,0,0
1727243610_7..S,035350_7..S,7,1,1727243610,07 0553+ MST/34H,1727260249,1727260256,572,0,0
1727243610_GS.S01R,035350_GS.S01R,GS,1,1727243610,0S 0553+ TSS/GCS,1727258051,1727258059,277,0,0
1727243640_4..S06R,035400_4..S06R,4,1,1727243640,04 0554  WDL/UTI,1727261726,1727261737,768,0,0
1727243670_4..N14R,035450_4..N14R,4,0,1727243670,04 0554+ BWG/WDL,1727260991,1727261002,670,0,0
1727243700_7..N,035500_7..N,7,0,1727243700,07 0555 34H/MST,1727260489,1727260496,585,0,0
1727243700_GS.N04R,035500_GS.N04R,GS,0,1727243700,0S 0555  GCS/TSS,1727258201,1727258209,411,0,0
1727243820_1..S03R,035700_1..S03R,1,1,1727243820,01 0557  242/SFT,1727261512,1727261516,699,0,0
1727243850_7..S,035750_7..S,7,1,1727243850,07 0557+ MST/34H,1727260459,1727260466,561,0,0
1727243910_3..N01R,035850_3..N01R,3,0,1727243910,03 0558+ NLT/148,1727262427,1727262431,821,0,0
1727243910_6..S01R,035850_6..S01R,6,1,1727243910,06 0558+ PEL/BBR,1727261707,1727261711,725,0,0
1727243910_GS.S04R,035850_GS.S04R,GS,1,1727243910,0S 0558+ TSS/GCS,1727258374,1727258381,280,0,0
